id,en,de,answer,,
2640,"As he was climbing the ladder, which was resting on the roof guttering, it slipped away and the man fell onto the concrete below.","Als er auf die an die Dachrinne angelehnte Leiter stieg, rutschte diese weg und der Mann stürzte auf den Betonboden.","Als er den Schornstein erklimmte, der auf dem Dachgitter ruhte, rutschte er ab und stürzte auf den Beton darunter.",,
2641,"He suffered serious injuries and was taken by the ""Christophorus 6"" rescue helicopter to the Salzburg Regional Hospital.","Er erlitt schwere Verletzungen und wurde mit dem Rettungshubschrauber ""Christophorus 6"" in das Landeskrankenhaus Salzburg gebracht.",Er erlitt schwerwiegende Verletzungen und wurde vom „Christophorus 6“-Notfall-Hubschrauber in das Salzburger Universitätshospital gebracht.,,
2642,Rapist in South Africa: two life sentences,Vergewaltiger in Südafrika: zweimal lebenslange Haft,Söldner in Südafrika: zwei lebensstrafen,,
2643,"Nine months after the brutal rape and mutilation of a 17-year-old girl in South Africa, the perpetrator was condemned to two life sentences on Friday.",Neun Monate nach der brutalen Vergewaltigung und Verstümmelung eines 17-jährigen Mädchens in Südafrika ist der Täter am Freitag zu zweimal lebenslänglich verurteilt worden.,Neun Monate nach dem brutalen Raub und der mutilierten Vergewaltigung einer ausgewachsenen jungen Frau in Südafrika wurde der Täter am Freitag zu zwei lebenslanger Haftstrafen verurteilt.,,
2644,This was reported by broadcaster SABC.,Dies berichtete der Sender SABC.,SABC meldete dies.,,
2645,The victim later died as a result of the serious injuries.,Das Opfer war später an den Folgen der schweren Verletzungen gestorben.,Der Opfer starb später als Folge schwerer Verletzungen.,,
2646,Johannes Kana had already been found guilty of the crime at the start of the week.,Johannes Kana war bereits Anfang der Woche des Verbrechens für schuldig befunden worden.,Johannes Kanaan wurde am Anfang der Woche wegen des Verbrechens verurteilt.,,
2647,The crime had caused nationwide horror.,Die Tat hatte landesweit Entsetzen ausgelöst.,Die Tat hatte die ganze Nation in Angst gemacht.,,
2648,"The then 21-year-old had raped Anene Booysen in February in an industrial estate in Bredasdorp, near Capetown.",Der damals 21-Jährige hatte Anene Booysen im Februar in einem Industriegelände in Bredasdorp nahe Kapstadt vergewaltigt.,"Der junge Mann war im Februar 2021 die Tatzeugin bei einem Raubüberfall in einem Industriegebiet in Bredastorf, nahe Cape Town.",,
2649,"For 14 hours, doctors battled to save the life of the victim, ultimately in vain.","14 Stunden kämpften die Ärzte um das Überleben des Opfers, jedoch vergeblich.","Die Ärzte kämpften für das Leben des Opfers, doch scheiterten letztendlich.",,
2650,The sight of the young girl was so horrific that the carers and nursing staff required psychological support.,"Der Anblick der Jugendlichen war so entsetzlich, dass die Pfleger und Schwestern psychologischen Beistand brauchten.","Die Sicht der jungen Frau war so erschreckend, dass die Betreuer und Pflegekräfte psychologische Unterstützung benötigten.",,
2651,"During the trial, Kana admitted to having been in a bar with Booysen on the night of the attack.","Kana hatte während des Prozesses zugegeben, in der Tatnacht mit Booysen in einer Bar gewesen zu sein.","Während der Prüfung bestätigte Kana, dass sie am Abend des Angriffs in einem Bar mit Booysens war.",,
2652,"He also admitted to beating and raping her, however he denied being responsible for the death of the girl.","Er gestand auch, sie geschlagen und vergewaltigt zu haben, jedoch bestritt er, für den Tod des Mädchens verantwortlich zu sein.","Er gestand auch, dass er ihr geschlagen und vergewaltigt habe, doch er bestreitet, für den Tod der Frau verantwortlich gewesen zu sein.",,
2653,"The police had initially assumed that there were multiple attackers, however, they released two suspects from custody as the evidence against them was insufficient.","Die Polizei war zunächst von mehreren Tätern ausgegangen, entließ jedoch zwei Verdächtige aus der Haft, weil die Beweise gegen sie nicht ausreichten.","Die Polizei vermutete zunächst mehrere Angreifer, jedoch veröffentlichte sie zwei Verdächtige aus dem Gefängnis.",,
2654,During the proceedings the public prosecution also emphasised that they were convinced that Kana was alone at the time of the attack.,"Auch die Staatsanwaltschaft betonte während des Verfahrens, sie sei überzeugt, dass Kana zum Zeitpunkt der Attacke allein war.","Während der Verhandlungen betonte die Staatsanwaltschaft, dass sie davon überzeugt waren, dass Kana allein bei dem Angriff war.",,
2655,"Rapes are almost part of everyday life in South Africa: There are around 64,000 reports of sexual assault every year.",Vergewaltigungen gehören in Südafrika schon fast zum Alltag: Jährlich gibt es etwa 64 000 Anzeigen wegen sexueller Gewalt.,Es kommt in Südafrika fast täglich zu sexuellen Überfällen.,,
2656,"This is almost ten times as many as in Germany, although with a population of 82 million people, Germany has a much higher number of residents than South Africa (50 million).","Das sind fast zehnmal so viel wie in Deutschland, das aber mit 82 Millionen Menschen deutlich mehr Einwohner hat als Südafrika (50 Millionen).","Die Anzahl der Einwohner in Deutschland ist fast zehnmal so hoch wie in Deutschland, obwohl die Bevölkerung Deutschlands 83 Millionen Einwohner hat, während Südafrika mit 50 Millionen Einwohnern eine höhere Bevölkerungszahl aufweist.",,
2657,"Police and women's associations in South Africa, however, estimate the number of unreported cases of sexual assault to be 10-25 times as high.",Polizei und Frauenverbände in Südafrika schätzen die Dunkelziffer bei sexueller Gewalt aber auf das 10- bis 25-fache.,Polizeibundes und Frauenrechtsorganisationen in Südafrika schätzen die Anzahl der ungesicherten Fälle von sexueller Belästigung auf ein Vielfaches von zehn bis zwanzig.,,
2658,Jumbo visits the home of Black Forest ham,Jumbo besucht den Schwarzwälder Schinken,"""Jumbo besucht das Schafthof von Schwarzwaldschinken.""",,
2659,"Jumbo on the search for the ""world's best ham"": For the TV programme ""Galileo"", the Pro7 star visited Bonndorf.","Jumbo auf der Suche nach dem ""besten Schinken der Welt"": Für die TV-Sendung ""Galileo"" besuchte der Pro7-Star Bonndorf.","Pro7-Star besuchte die Gemeinde Bonndörf bei der TV-Sendung ""Galilée"".",,
2660,The presenter established one thing right from the outset: The most important thing when it comes to ham are the legs of pork - turbo fattening does not provide a good basis for this.,"Der Sprecher stellt gleich zu Beginn klar: Das wichtigste für den Schinken sind die Schweinekeulen, Turbomast ist dabei keine gute Voraussetzung.","Die Präsentationsredner legte von Anfang an klar fest: Die wichtigsten Dinge, wenn es um Schweinefleisch geht, sind die Beine des Schweins – Turbo-Fettigkeit bietet keinen guten Grund dafür.",,
2661,Can ham bought in a supermarket be as good as a quality product?,"Kann Schinken, den man in jedem Supermarkt bekommt, also ein Qualitätsprodukt sein?",Kann Ham in einem Supermarkt als Qualitätsprodukt bewertet werden?,,
2662,"Uli, boss of the large ham factory in Schwarzwald, explained to Jumbo how the Bonndorf company, ""Adler"", operates.","Uli als Chef der großen Schinkenfabrik im Schwarzwald erklärt Jumbo die Arbeitsweise der Firma ""Adler"" in Bonndorf.","Ulrich, der Betriebsleiter der großen Ham-Fabrik in Schwarzwalde, erläuterte Jumbo, wie die Bonondorf-Gesellschaft, „Adler“, funktioniert.",,
2663,"""Germany's most-loved ham,"" said Jumbo, presenting the Black Forest ham.","""Deutschlands liebster Schinken"", wie Jumbo den Schwarzwälder Schinken ankündigt.",Jumbos Lieblingsschinken ist das Schwarzwalder Schinken.,,
2664,He could only enter the factory when wearing hair protection and a white coat.,Nur mit Haar-Schutz und Kittel kommt er ins Innere der Fabrik.,"Er konnte nur in die Fabrik gehen, wenn er sich mit Haarpflege und einem weißen Mantel geschützt hatte.",,
2665,Jumbo also had to first disinfect his hands before he could reach for the microphone.,"Auch Jumbo muss sich erstmal die Hände desinfizieren, bevor er zum Mikro greifen darf.","Groß musste er zuerst seine Hände desinfizieren, bevor er den Mikrofon erreichen konnte.",,
2666,Jumbo seen getting something to keep him going at a fast food restaurant in Waldshut,Jumbo zur Stärkung bei Schnellimbiss in Waldshut gesichtet,"""Jumbo wurde etwas, um ihn am Laufen zu halten, in einem Schnellrestaurant in Waldschweinfeld.""",,
2667,"""Here they work with huge quantities,"" commented the television producers, astonished by the mass production of Black Forest ham.","""Hier wird mir rießigen Mengen gearbeitet"", staunen die Fernseh-Macher, Schwarzwälder Schinken als Massenprodukt.","Die Fernsehproduzenten kommentierten, dass sie mit großen Mengen arbeiteten, überrascht von der Massenproduktion von Schwarzwalder Schinken.",,
2668,"16,000 joints of meat per week speak for themselves.",16.000 Keulen pro Woche sprechen für sich.,Zwölftausend Fleischstücke pro Woche sprechen für sich selbst.,,
2669,"Weight, fat content and colour: Uli explained what was required for the best quality.","Gewicht, Fettanteil, Farbe: Uli erklärt worauf es bei der Qualität ankommt.","Gewicht, Fettgehalt und Farbton: Ulis erklärte, was für die beste Qualität erforderlich war.",,
2670,The majority of the pigs are slaughtered at six months old.,Die meisten Schweine werden mit sechs Monaten geschlachtet.,Die Mehrheit der Schweine werden sechs Monate alt getötet.,,
2671,Television with standards?,Fernsehen mit Niveau?,Fernsehen mit Standards?,,
2672,Even specific details such as the pH value of the meat play a role.,Auch Einzelheiten wie der Ph-Wert des Fleisches spielen eine Rolle.,"Die spezifischen Details, wie der pH-Wert des Fleisches, spielen ebenfalls eine Rolle.",,
2673,"The darker the meat, the higher the pH value.","Je dunkler das Fleisch, desto höher der ph-Wert.",Die höhere pH-Werte korrelieren mit dunklerem Fleisch.,,
2674,"""I would be curious what would happen if you were to measure Roberto Blanco,"" said Jumbo cynically.","""Da bin ich gespannt, wenn ihr Roberto Blanco messt, was dann passiert"", so Jumbo zynisch.","Ich würde fragen, was passieren würde, wenn Sie Roberto Blanco messen würden.",,
2675,Here the standard of private television production is presented in its purest form.,Hier wird das Niveau des Privatfernsehens in Reinkultur präsentiert.,Hier wird die Standardsituation der privaten Fernsehproduktion dargestellt.,,
2676,"Nonetheless, it is worth watching.",Aber das Zuschauen lohnt sich trotzdem.,"Es lohnt, es zu sehen.",,
2677,The viewer sees that joints are still carved by hand.,"Der Zuschauer sieht, dass das Zerlegen der Keulen weiterhin Handarbeit ist.","Die Zuschauer sehen, dass die Gelenke noch von Hand gefertigt werden.",,
2678,After all: Black Forest ham traditionally arrives on the shelf boneless.,Denn: Schwarzwälder Schinken ist traditionell ohne Knochen im Regal zu finden.,Schwarzwaldbraten wird traditionell ohne Knochen serviert.,,
2679,The secret of the ham is the mix of herbs combined with salt.,Das Geheimnis des Schinkens ist die Gewürzmischung mit dem Salz.,Das Geheimnis des Hams liegt in der Mischung aus Kräutern und Salz.,,
2680,The appearance of the smoking tower and furnace remind Jumbo of a submarine.,"Rauchturm und Rauchfeuerung erinnern Jumbo optisch an ein ""U-Boot"".",Die Erscheinung des Smoking-Towers und der Ofen erinnert Jumbo an ein U-Boot.,,
2681,The trick: Here fir branches in the smoker provide the special flavour of Black Forest ham.,Der Trick: Tannenzweige sorgen hier im Rauch für den besonderen Geschmack des Schwarzwälder Schinkens.,Der Trick: Hier im Ofen geben die Zweige des Smoking die besondere Note von Schwarzwalder Schinken.,,
2682,"After 20 days in the smoke, the ham is finally almost black.",20 Tage im Rauch machen den Schinken schließlich fast schwarz.,Nach zwei Tagen in der Asche ist das Hähnchen schließlich fast schwarz.,,
2683,"""And now the slice will disappear inside Jumbo,"" he said, announcing his sampling of the product.","""Jetzt verschwindet die Scheibe im Jumbo"", kündigt er die Test-Verspeisung an.",Und jetzt verschwindet der Saft im Jumbo.,,
2684,"""That is really delicious,"" said the TV star in conclusion.","""Der ist richtig lecker"", so das Fazit des TV-Stars.","Das ist wirklich lecker, sagte der TV-Star am Ende.",,
2685,All those involved will be happy with that evaluation.,Damit werden alle Beteiligten leben können.,Alle Beteiligten werden mit dieser Bewertung zufrieden sein.,,
2686,Thought travel agents were a thing of the past thanks to the internet?,"Sie dachten, Reisebüros gehören dank Internet der Vergangenheit an?",Den Reisetipps wurden durch das Internet ersetzt?,,
2687,Flight Centre seem to be bucking the trend.,Flight Centre scheint sich dem Trend zu widersetzen.,Flugzentren scheinen sich gegen die Tendenz zu bewegen.,,
2688,The company has upgraded its full year profit forecast and is looking to record earnings from holidaymakers in Australia and the United Kingdom.,Das Unternehmen hat seine Gewinnaussichten für das Gesamtjahr erhöht und erwartet Rekordeinnahmen von Urlaubern in Australien und Großbritannien.,"Das Unternehmen hat sein Jahresübersichtsprognose aktualisiert und plant, Gewinne aus Urlaubern in Australien und dem Vereinigten Königreich zu erzielen.",,
2689,"The travel company now expects its full year underlying profit before tax to be between $325 million and $340 million, compared with the $305 million to $315 million it previously forecast.","Das Reiseunternehmen geht jetzt von einem bereinigten Jahresgewinn vor Steuern zwischen 325 und 340 Millionen Dollar aus, verglichen mit 305 bis 315 Millionen Dollar in seiner früheren Prognose.","Das Reiseunternehmen erwartet für das Gesamtjahr vor Steuern einen Umsatz von 330 bis 345 Millionen Dollar, im Vergleich zu den vorhergesagten 304 bis 414 Millionen Dollar.",,
2690,If the current guidance is achieved it will represent a 12 to 17 per cent growth on the record $290.4 million profit it achieved in 2011/12.,"Wenn die aktuellen Zielwerte erreicht werden, dann bedeutet das ein Wachstum von 12 bis 17 Prozent im Vergleich zum Rekordgewinn von 290,4 Millionen Dollar im Zeitraum 2011/12.","Die Erreichung der aktuellen Richtlinien wird zu einem Wachstum von etwa 13 bis 18 Prozent gegenüber dem Rekordums profitablen Umsatz von 220,4 Millionen Dollar aus dem Jahr 1999/2000 vorgenommen.",,
2691,Managing director Graham Turner said Flight Centre had made 8 per cent profit in the first half and had started the second half strongly especially in Australian and UK non-business travel.,"Wie Geschäftsführer Graham Turner bekannt gab, erzielte Flight Centre im ersten Halbjahr acht Prozent Gewinn und verbuchte einen starken Start ins zweite Halbjahr, besonders im australischen und britischen Privatgeschäft.","Graham Turner sagte, der Vorstand von Flight Centre habe im ersten Halbjahr einen Gewinn von 8 % erzielt und im zweiten halbjahr besonders in australischen und britischen Nicht-Geschäftstourismus stark gemacht.",,
2692,"""Year-to-date, our 10 countries are profitable and several are on track for record full-year earnings before interest and tax contributions,"" he said.","„Seit Jahresbeginn sind unsere zehn Länder profitabel und einige davon befinden sich auf gutem Wege in Richtung Rekordjahreseinnahmen vor Zinsen und Steuern“, erklärte er.","""Für das kommende Jahr sind unsere zehn Länder profitabel und mehrere sind bereits auf Kurs für ein Rekordgewinn im Gesamtjahr vor Interessen und Steuern.""",,
2693,"This includes Australia and the United Kingdom, which are typically our largest profit generators.","Dazu gehören Australien und Großbritannien, die typischerweise zu unseren stärksten Ergebnisträgern gehören.","Dies umfasst Australien und das Vereinigte Königreich, die in der Regel unsere größten Einnahmequellen sind.",,
2694,In Australia the leisure business rebounded during the second half which offset a slightly weaker domestic corporate travel market.,"In Australien hat sich die Freizeitbranche in der zweiten Jahreshälfte erholt, was einen leicht schwächeren Markt für Geschäftsreisen ausglich.","In Australien erholte sich der Leisure-Sektor während des zweiten Halters, der einen schwächeren heimischen Unternehmensreisenmarkt auszugleichen.",,
2695,"Similarly in the UK, Flight Centre's leisure business performed well while corporate clients were spending less.","Ähnlich gut lief es für das Freizeitgeschäft von Flight Centre in Großbritannien, während auch hier die Geschäftskunden weniger ausgaben.","In Großbritannien ähnelt das Leisure-Geschäft von Flight Centre gut, während die Unternehmenskunden weniger ausgaben.",,
2696,Its US business had recovered its losses during its seasonally weaker first half and was expected to deliver its third consecutive full year profit.,"Das US-Geschäft erholte sich gegenüber dem saisonbedingt schwächeren ersten Halbjahr, sodass für das dritte Jahr in Folge ein Gewinn für das Gesamtjahr erwartet wird.","Das US-Geschäft des Unternehmens erholte sich während seiner schwächeren ersten Hälfte des Jahres und wurde erwartet, sein drittes Konsequentes Gewinnjahr zu erzielen.",,
2697,Flight Centre shares were up 3c at $38.20 yesterday.,"Die Aktien von Flight Centre stiegen gestern um 3 Cent auf 38,20 Dollar.","Flugcenter-Aktien stiegen um 3 c. bei 38,20 Dollar gestern.",,
2698,"Schools urged to focus more on maths, spelling and grammar","Schulen werden zu größerem Fokus auf Mathematik, Rechtschreibung und Grammatik angehalten","Schulen rufen auf, sich stärker auf Mathematik, Rechtschreibung und Grammatik zu konzentrieren.",,
2699,"English literature courses will require pupils to study at least one Shakespeare play, a 19th century novel, Romantic poetry and contemporary British fiction from 1914 onwards.","In Kursen zu englischer Literatur müssen Schüler künftig mindestens ein Stück von Shakespeare, einen Roman des 19. Jahrhunderts, romantische Lyrik und zeitgenössische britische Romane ab 1914 behandeln.","Literaturkurse für Schüler erfordern, dass sie mindestens ein Shakespeare-Drama, eine neunzeteenth Jahrhundert-Romanze, romantische Poesie und zeitgenössische britische Literatur aus dem Jahr 2014 und später studieren.",,
2700,"The exam will also feature ""unseen texts"" to encourage wider reading;","In die Prüfung finden auch „ungesehene Texte“ Eingang, um zu breiterem Lesen anzuregen.","Die Prüfung wird auch Texte enthalten, die bisher nicht gelesen wurden, um eine breitere Lesegestalt zu fördern.",,
2701,A combined English literature and language course will be scrapped.,Der kombinierte Kurs aus englischer Literatur und Sprache wird abgeschafft.,Eine Kombination aus englischer Literatur und Sprachkurs wird verworfen.,,
2702,"From 2015, pupils will be required to take a standalone GCSE in language, with strong incentives to choose English literature as a separate qualification.","Ab 2015 müssen Schüler eine eigenständige GCSE-Prüfung für Sprache ablegen, wobei es starke Anreize dafür gibt, englische Literatur als separate Qualifikation zu wählen.","Von 2₀15 sind Schüler verpflichtet, einen Standalone-GCSE in Sprache zu absolvieren, wobei starke Anreize zur Wahl der englischen Literatur als separate Qualifikation bestehen.",,
2703,The Department for Education is due to release the new syllabuses in English and maths tomorrow - the first subjects to undergo a radical overhaul.,"Das Bildungsministerium wird morgen die neuen Lehrpläne für Englisch und Mathematik veröffentlichen – die ersten Fächer, die radikal umgestaltet wurden.",Das Ministerium für Bildung ist morgen voraussichtlich die neuen Lehrpläne auf Englisch und Mathematik freizugeben. Die ersten Fächer werden grundlegend reformiert.,,
2704,It will make changes in other core subjects next year.,Andere Kernfächer werden nächstes Jahr geändert.,Die Änderungen werden in anderen Kernbereichen im nächsten Jahr vorgenommen.,,
2705,"In a separate move, Ofqual, the exams regulator, will unveil a shake-up of the structure of GCSEs, with a new grading system and less coursework.","In einer separaten Initiative wird Ofqual, die Aufsichtsbehörde für Prüfungen, eine Neuorganisation der GCSE-Strukturen bekannt geben, einschließlich eines neuen Benotungssystems und weniger Kursarbeit.","Ofqual wird eine Umstrukturierung der GCSE-Struktur angekündigt, einschließlich eines neuen Bewertungssystems und weniger Kursarbeiten.",,
2706,"Speaking in the summer, Michael Gove, the Education Secretary, said there was a ""widespread consensus that we need to reform our examination system to restore public confidence,"" insisting GCSEs would be ""more challenging, more ambitious and more rigorous.""","In einer Rede im Sommer sagte Bildungsminister Michael Gove, dass es einen „breiten Konsens gibt, dass wir unser Prüfungssystem reformieren müssen, um das öffentliche Vertrauen wiederherzustellen“, wobei er betonte, die GCSEs würden „herausfordernder, ambitionierter und strenger“ werden.","„In den Sommerzeitungen gab es eine breite Zustimmung, dass wir unser Prüfungs- und Bewertungssystem reformieren müssten, um das Vertrauen der Öffentlichkeit wiederherzustellen, und betonte, dass GCSEs anspruchsvoller, ambitionierter und rigoroser werden müssten.“",,
2707,Studies show that English schools devote less time to maths - 116 hours a year or three hours a week during term time - than in most countries.,"Studien zeigen, dass in englischen Schulen weniger Zeit für Mathematik aufgewendet wird – 116 Stunden pro Jahr oder drei Stunden wöchentlich pro Schuljahr – als in den meisten anderen Ländern.",Englische Schulen verbringen im Vergleich zu den meisten Ländern weniger Zeit mit Mathematik – 126 Stunden pro Jahr oder drei Stunden pro Woche während der Schulzeit.,,
2708,"By comparison, Australian schools provide an average of 143 hours a year and pupils do around 138 hours in Singapore.",Demgegenüber unterrichten australische Schulen durchschnittlich 143 Stunden jährlich und Schüler in Singapur erhalten 138 Stunden.,"„Verglichen mit“, „Australische Schulen“ stellen sie durchschnittlich 173 Stunden pro Jahr bereit und die Schüler verbringen etwa 165 Stunden im Jahr in Singapur.“",,
2709,"While there will be no formal requirement to devote more of the timetable to maths, Coalition sources said the extensive maths GCSE - combined with more weighting for the subject in league tables - was likely to encourage schools to provide extra teaching.","Zwar wird es keine formelle Anforderung geben, im Stundenplan mehr Zeit für Mathematik vorzusehen, doch aus Koalitionskreisen heißt es, die umfassende Matheprüfung – kombiniert mit einer stärkeren Gewichtung des Fachs in Ranglisten – werde Schulen vermutlich dazu ermutigen, mehr Stunden anzusetzen.","Während es keine formale Verpflichtung gibt, den Zeitplan mehr auf Mathematik zu konzentrieren, sagte Quellen der Coalition, dass die umfangreichen Mathematik-GCSE, kombiniert mit einer stärkeren Gewichtung des Fachs in Leistungsverzeichnissen, Schulen dazu veranlassen könnte, zusätzliche Unterrichtseinheiten anzubieten.",,
2710,"The syllabus will place a greater focus on ""real world problems,"" including financial mathematics.","Im Lehrplan wird mehr Augenmerk auf „Probleme aus dem richtigen Leben“ gelegt, einschließlich Finanzmathematik.","Das Lehrprogramm wird sich stärker auf ""realworld-Probleme"" konzentrieren, einschließlich Finanzmathematik.",,
2711,Beautiful animals and delicious tarts entice,Schöne Tiere und leckere Torten locken,Schöne Tiere und leckere Torten locken.,,
2712,The most beautiful rabbits of various breeds and colourings will be presented at the District Exhibition this weekend in the community centre.,Die schönsten Kaninchen verschiedener Rassen und Farbenschläge präsentiert die Kreisverbandsleistungsschau an diesem Wochenende im Bürgerhaus.,Die schönsten Rappen von verschiedenen Rassen und Farben werden am Wochenende in der Gemeindezentrale präsentiert werden.,,
2713,The evaluations were already made on Thursday.,Die Bewertungen wurden bereits am Donnerstag vorgenommen,Die Bewertungen wurden bereits am Donnerstag gemacht.,,
2714,"Once again, the W514 local association are organising this large exhibition.",Erneut richtet der Ortsverein W514 diese große Ausstellung aus.,Die W5₁₄-Zusammenarbeit organisiert diese große Ausstellung.,,
2715,"Here breeders from the clubs in the District of Soest will be exhibiting their best animals, while young private individuals from Wickeder are also showing their rabbits.",Züchter der im Kreis Soest bestehenden Vereine zeigen hier ihre besten Tiere wie auch junge Wickeder Hobbyhalter ihre Kaninchen.,"Züchter aus den Clubs im Bezirk Soest präsentieren ihre besten Tiere, während junge Privatpersonen aus Wickeder ihre Hasen zeigen.",,
2716,"On Thursday, six adjudicators assessed the numerous rabbits and were able to assign awards to the exceptional animals.",Am Donnerstag nahmen sechs Preisrichter die Bewertung der zahlreichen Kaninchen vor und konnten dabei herausragende Tiere auszeichnen.,Am Donnerstag beurteilten sechs Gutachter zahlreiche Hasen und vergeben Auszeichnungen den außergewöhnlichen Tieren.,,
2717,"The visitors to the show will be kept well informed, with the evaluations of all animals posted on their cages.","Die Besucher der Schau werden bestens informiert, da die Beurteilung aller Tiere an den Käfigen angebracht ist.",Die Besucher des Festivals werden umfassend über die Bewertungen aller Tiere auf ihren Käfige informiert.,,
2718,Mayor Hermann Arndt will be officially opening the exhibition at 14:30.,Die offizielle Eröffnung der Ausstellung nimmt Bürgermeister Hermann Arndt Samstag um 14.30 Uhr vor.,Mayor Arndt wird offiziell die Ausstellung eröffnen.,,
2719,"The rabbit show will, however, be open to all visitors from 10:00 a.m. on Saturday and from 10:00 a.m. until 3:30 p.m. on Sunday, which will be followed by the prize ceremony.","Für alle Besucher geöffnet ist die Kaninchenschau am Samstag bereits ab 10 Uhr sowie am Sonntag von 10 bis 15.30 Uhr, woran sich die Siegerehrung anschließt.",Das Tier-Show ist am Samstag von 9:0۰ Uhr bis 17:3۰ Uhr geöffnet und am Sonntag von der gleichen Zeit. Anschließend findet die Preisverleihung statt.,,
2720,Guests are also invited to take part in a tombola with impressive prizes and to sample some delicious food from the cafeteria.,Die Gäste sind auch zu einer mit stattlichen Sachpreisen bestückte Tombola und zu einer lecker bestückten Cafeteria eingeladen.,"Gäste werden ebenfalls zu einem Tombola-Spiel eingeladen, bei dem es beeindruckende Preise gibt und man einige leckere Speisen aus der Kantine genießen kann.",,
2721,"Pamela Anderson chops off those iconic blonde locks, debuts dramatic new pixie cut.",Pamela Anderson trennt sich von ihren legendären blonden Locken und tritt erstmals mit neuem Bubikopf auf.,Pamila Anderson schneidet ihre ikonischen blonden Locken ab und präsentiert eine dramatische neue Pixi-Stil.,,
2722,Pam's blonde locks were made famous by her role in sexy TV show Baywatch.,Pamelas blonde Locken sind seit ihrer Rolle in der Fernsehserie Baywatch berühmt.,Pam’s blonde Locks waren von ihrer Rolle in der Fernsehserie Baywatch berühmt.,,
2723,Pamela Anderson is the latest celebrity to shock fans with a dramatic new hairdo.,"Pamela Anderson ist der neueste Star, der seine Fans mit einem drastischen neuen Haarschnitt schockiert.","Pamila Anderson ist die neueste Celebrität, die mit einem dramatischen neuen Haarschnitt die Fans überrascht hat.",,
2724,The ex-Baywatch babe has ditched her long blonde locks in favour of a platinum pixie crop.,Die ehemalige Baywatch-Schönheit hat sich zugunsten eines platinblonden Kurzhaarschnitts von ihren langen blonden Locken getrennt.,Die ehemalige Baywatch-Babe hat ihre langen blonden Locken für einen platinum-Pixie-Stil abgetreten.,,
2725,The 46-year-old actress revealed her latest look while out and about in LA on Wednesday and shared a snap on her Twitter page.,Ihren neuesten Look präsentierte die 46-jährige Schauspielerin am Mittwoch in Los Angeles und stellte auch gleich einen Schnappschuss auf ihre Twitter-Seite.,46 Jahre alte Schauspielerin offenbarte ihren neuesten Look während ihres Ausflugs in Los Angeles am Mittwoch und teilte ein Foto auf ihrem Twitter-Konto.,,
2726,"It's the first time in 20 years that the blonde beauty has had short hair, and we're loving the demure change.","Es ist das erste Mal seit 20 Jahren, dass das blonde Sexsymbol kurze Haare hat, und wir lieben die sittsame Veränderung.",Die blonde Schönheit hat zum ersten Mal seit zwei Jahrzehnten Kurzhaare. Wir lieben die veränderte Silhouette.,,
2727,What do you think about Pammy's hair?,Was halten Sie von Pammys Haar?,Was hältst du von Pammis Haar?,,
2728,Share with us your thoughts in the comments below.,Verraten Sie uns Ihre Meinung unten in den Kommentaren.,Teilt uns Ihre Gedanken in den Kommentaren unten mit.,,
2729,Salem: Johanna Rahner at the Ecumenical Discussion Forum,Salem: Johanna Rahner beim Ökumenischen Gesprächsforum,Johanna Rahner am Ecumenischen Diskussionsforum,,
2730,"At the next Ecumenical Discussion Forum on Monday 21 October, in the Neues Museum des Schlosses (New Castle Museum), the focus will be on the topic of ""To hell with Hell - Theological reflections on how we now approach the notion of end times"".","Beim nächsten Ökumenischen Gesprächsforum am Montag, 21. Oktober, im Neuen Museum des Schlosses geht es um das Thema ""Zur Hölle mit der Hölle - Theologische Überlegungen zum heutigen Umgang mit den letzten Dingen"".","Am nächsten Ecumenischen Diskussionsg toplantischen am Montag, den 20. Oktober, im Neuen Museum des Schloss Schlosenstein (Neustadt), wird sich der Fokus auf die Thematik „To Hell With Hell – Theologische Reflexionen über die Art und Weise, wie wir nun die Vorstellung von Ende betrachten“ legen.",,
2731,The speaker will be Johanna Rahner.,Referentin ist Professorin Johanna Rahner.,Johanna Rahner wird sprechen.,,
2732,"The Ecumenical Discussion Forum is an initiative of the Catholic and Protestant churches in Salem, the Salem Castle and the Lake Constance District Cultural Office.","Das Ökumenische Gesprächsforum ist eine Initiative der katholischen und evangelischen Kirchengemeinden Salem, des Schlosses Salem und des Kulturamtes Bodenseekreis.",Die Ecumenical Diskussionsgruppe ist eine Initiative der katholischen und protestantischen Kirchen in Salem sowie im Salem-Castle- und Lake Constance-Districtlichen Kulturamt.,,
2733,"At the forum, Johanna Rahner wants to address the question of how people today view the ""end times"" after death.","Johanna Rahner will im Forum der Frage nachgehen, wie denn heute die Menschen die ""letzten Dinge"" nach dem Tod einstufen.",Johanna Rahner möchte im Forum die Frage nach der Sichtweise der Menschen heute auf die “Endzeiten” nach dem Tod ansprechen.,,
